98021,50083
98021,51293
97775,51293
97775,52518
98000,52518
98000,53742
98035,53742
98035,54940
97760,54940
97760,56150
97628,56150
97628,57360
97495,57360
97495,58566
97321,58566
97321,59684
96713,59684
96713,60854
96409,60854
96409,62203
96796,62203
96796,63392
96497,63392
96497,64308
95329,64308
95329,65512
95127,65512
95127,66767
95034,66767
95034,67767
94256,67767
94256,69124
94351,69124
94351,69962
93248,69962
93248,71338
93310,71338
93310,72279
92470,72279
92470,73224
91671,73224
91671,74468
91400,74468
91400,75616
90939,75616
90939,76644
90276,76644
90276,77311
89094,77311
89094,78582
88781,78582
88781,79337
87764,79337
87764,80182
86884,80182
86884,81425
86477,81425
86477,82392
85728,82392
85728,83140
84742,83140
84742,83749
83632,83749
83632,85195
83339,85195
83339,85864
82288,85864
82288,86834
81510,86834
81510,87592
80543,87592
80543,87695
79073,87695
79073,88845
78420,88845
78420,89119
77127,89119
77127,90384
76514,90384
76514,90398
75083,90398
75083,91469
74314,91469
74314,92401
73438,92401
73438,92259
71980,92259
71980,93015
71007,93015
71007,93573
69929,93573
69929,94069
68820,94069
68820,94500
67686,94500
67686,95038
66591,95038
66591,95192
65359,95192
65359,96122
64382,96122
64382,95798
63018,95798
63018,96235
61885,96235
61885,97114
60846,97114
60846,96593
59490,96593
59490,96963
58333,96963
58333,97817
57240,97817
57240,97323
55943,97323
55943,97753
54772,97753
54772,97882
53562,97882
53562,97681
52334,97681
52334,98234
51138,98234
51138,98140
49916,98140
49916,97985
48700,97985
48700,97861
47489,97861
47489,98225
46243,98225
46243,97530
45083,97530
45083,97603
43853,97603
43853,97064
42706,97064
42706,97243
41447,97243
41447,96639
40330,96639
40330,97028
39000,97028
39000,96182
37956,96182
37956,95771
36816,95771
36816,96061
35460,96061
35460,95194
34464,95194
34464,94669
33367,94669
33367,94176
32264,94176
32264,94261
30914,94261
30914,93626
29862,93626
29862,93349
28642,93349
28642,92466
27723,92466
27723,91923
26634,91923
26634,91142
25684,91142
25684,90284
24792,90284
24792,89649
23769,89649
23769,89044
22723,89044
22723,89033
21232,89033
21232,87870
20580,87870
20580,86768
19912,86768
19912,86556
18506,86556
18506,85786
17555,85786
17555,84873
16734,84873
16734,83642
16239,83642
16239,82803
15370,82803
15370,81915
14550,81915
14550,81502
13174,81502
13174,80154
12886,80154
12886,79241
12087,79241
12087,78154
11518,78154
11518,77247
10706,77247
10706,76344
9874,76344
9874,75474
8971,75474
8971,74432
8329,74432
8329,73056
8289,73056
8289,71924
7849,71924
7849,71136
6720,71136
6720,70084
6085,70084
6085,68943
5642,68943
5642,67626
5649,67626
5649,66511
5178,66511
5178,65295
4996,65295
4996,64323
4069,64323
4069,63210
3525,63210
3525,61847
3911,61847
3911,60830
2956,60830
2956,59645
2648,59645
2648,58357
2898,58357
2898,57232
2233,57232
2233,56011
2131,56011
2131,54780
2160,54780
2160,53538
2447,53538
2447,52332
2359,52332
2359,51144
1522,51144
1522,50077
94564,50077
94564,48699
1975,48699
1975,47491
2187,47491
2187,46248
1844,46248
1844,45029
1949,45029
1949,43897
2739,43897
2739,42591
2194,42591
2194,41374
2354,41374
2354,40287
3151,40287
3151,39152
3622,39152
3622,37933
3727,37933
3727,36808
4197,36808
4197,35435
3861,35435
3861,34278
4265,34278
4265,33344
5267,33344
5267,32241
5765,32241
5765,30972
5872,30972
5872,29684
5987,29684
5987,28831
7033,28831
7033,27618
7333,27618
7333,26782
8341,26782
8341,25456
8471,25456
8471,24742
9634,24742
9634,23376
9755,23376
9755,22709
10935,22709
10935,21776
11703,21776
11703,20468
11984,20468
11984,19776
13064,19776
13064,18402
13322,18402
13322,17670
14341,17670
14341,17191
15605,17191
15605,16081
16199,16081
16199,15443
17266,15443
17266,14038
17623,14038
17623,13674
18925,13674
18925,12799
19774,12799
19774,11885
20603,11885
20603,11237
21639,11237
21639,10424
22556,10424
22556,10279
23920,10279
23920,9024
24558,9024
24558,8308
25554,8308
25554,7923
26741,7923
26741,7297
27788,7297
27788,7121
29059,7121
29059,6498
30103,6498
30103,6169
31281,6169
31281,5652
32374,5652
32374,5272
33523,5272
33523,4911
34675,4911
34675,3764
35581,3764
35581,3956
36911,3956
36911,3041
37928,3041
37928,3621
39322,3621
39322,2488
40322,2488
40322,2264
41529,2264
41529,2344
42784,2344
42784,2650
44053,2650
44053,2393
45242,2393
45242,1716
46407,1716
46407,2347
47666,2347
47666,1765
48861,1765
48861,1800
50083,1800
50083,2090
51297,2090
51297,2410
52496,2410
52496,2443
53704,2443
53704,2695
54893,2695
54893,2262
56164,2262
56164,2985
57286,2985
57286,2506
58597,2506
58597,2523
59842,2523
59842,2986
60995,2986
60995,3602
62099,3602
62099,3521
63386,3521
63386,4251
64441,4251
64441,4852
65519,4852
65519,5472
66579,5472
66579,5357
67922,5357
67922,5890
69019,5890
69019,6618
70024,6618
70024,7275
71049,7275
71049,7190
72456,7190
72456,8373
73199,8373
73199,8954
74258,8954
74258,9011
75647,9011
75647,10046
76431,10046
76431,10371
77684,10371
77684,11626
78280,11626
78280,12197
79366,12197
79366,13138
80163,13138
80163,13575
81379,13575
81379,14747
81960,14747
81960,15417
82988,15417
82988,15786
84332,15786
84332,17102
84729,17102
84729,17556
86036,17556
86036,18674
86618,18674
86618,19885
87063,19885
87063,20678
88017,20678
88017,21427
89052,21427
89052,22897
89084,22897
89084,23637
90152,23637
90152,24701
90745,24701
90745,25874
91146,25874
91146,26704
92143,26704
92143,27866
92552,27866
92552,28994
93011,28994
93011,29977
93776,29977
93776,31177
94072,31177
94072,32226
94720,32226
94720,33435
94966,33435
94966,34438
95787,34438
95787,35578
96246,35578
96246,37010
95696,37010
95696,37956
96851,37956
96851,39327
96359,39327
96359,40329
97477,40329
97477,41574
97485,41574
97485,42825
97382,42825
97382,44008
97709,44008
97709,45225
97772,45225
97772,46470
97433,46470
97433,47638
98228,47638
98228,48874
97697,48874
